id;Entity;Code;Year;share of renewables
Lithuania-2014;Lithuania;LTU;2014;7.0076375
Lithuania-2015;Lithuania;LTU;2015;7.4305215
Lithuania-2016;Lithuania;LTU;2016;8.9710455
Lithuania-2017;Lithuania;LTU;2017;10.216778
Lithuania-2018;Lithuania;LTU;2018;8.702936
Lithuania-2019;Lithuania;LTU;2019;9.697966
Lithuania-2020;Lithuania;LTU;2020;10.144763
Lithuania-2021;Lithuania;LTU;2021;9.490351
Lower-middle-income countries-1965;Lower-middle-income countries;;1965;8.10957
Lower-middle-income countries-1966;Lower-middle-income countries;;1966;7.9973116
Lower-middle-income countries-1967;Lower-middle-income countries;;1967;8.505275
Lower-middle-income countries-1968;Lower-middle-income countries;;1968;9.266727
Lower-middle-income countries-1969;Lower-middle-income countries;;1969;9.516994
Lower-middle-income countries-1970;Lower-middle-income countries;;1970;9.870375
Lower-middle-income countries-1971;Lower-middle-income countries;;1971;9.800651
Lower-middle-income countries-1972;Lower-middle-income countries;;1972;9.375169
Lower-middle-income countries-1973;Lower-middle-income countries;;1973;9.139721
Lower-middle-income countries-1974;Lower-middle-income countries;;1974;8.678183
Lower-middle-income countries-1975;Lower-middle-income countries;;1975;9.044274
Lower-middle-income countries-1976;Lower-middle-income countries;;1976;9.08003
Lower-middle-income countries-1977;Lower-middle-income countries;;1977;9.055832
Lower-middle-income countries-1978;Lower-middle-income countries;;1978;10.569523
Lower-middle-income countries-1979;Lower-middle-income countries;;1979;9.617565
Lower-middle-income countries-1980;Lower-middle-income countries;;1980;9.718476
Lower-middle-income countries-1981;Lower-middle-income countries;;1981;9.626466
Lower-middle-income countries-1982;Lower-middle-income countries;;1982;8.509579
Lower-middle-income countries-1983;Lower-middle-income countries;;1983;7.894793
Lower-middle-income countries-1984;Lower-middle-income countries;;1984;8.204381
Lower-middle-income countries-1985;Lower-middle-income countries;;1985;4.872651
Lower-middle-income countries-1986;Lower-middle-income countries;;1986;4.8405943
Lower-middle-income countries-1987;Lower-middle-income countries;;1987;4.6551576
Lower-middle-income countries-1988;Lower-middle-income countries;;1988;4.949453
Lower-middle-income countries-1989;Lower-middle-income countries;;1989;5.1484327
Lower-middle-income countries-1990;Lower-middle-income countries;;1990;4.929366
Lower-middle-income countries-1991;Lower-middle-income countries;;1991;5.1763687
Lower-middle-income countries-1992;Lower-middle-income countries;;1992;5.238674
Lower-middle-income countries-1993;Lower-middle-income countries;;1993;5.683431
Lower-middle-income countries-1994;Lower-middle-income countries;;1994;6.012462
Lower-middle-income countries-1995;Lower-middle-income countries;;1995;5.6988525
Lower-middle-income countries-1996;Lower-middle-income countries;;1996;5.5145593
Lower-middle-income countries-1997;Lower-middle-income countries;;1997;5.0545955
Lower-middle-income countries-1998;Lower-middle-income countries;;1998;5.9053106
Lower-middle-income countries-1999;Lower-middle-income countries;;1999;5.705437
Lower-middle-income countries-2000;Lower-middle-income countries;;2000;5.197896
Lower-middle-income countries-2001;Lower-middle-income countries;;2001;5.124023
Lower-middle-income countries-2002;Lower-middle-income countries;;2002;4.861276
Lower-middle-income countries-2003;Lower-middle-income countries;;2003;4.893047
Lower-middle-income countries-2004;Lower-middle-income countries;;2004;5.5462184
Lower-middle-income countries-2005;Lower-middle-income countries;;2005;5.3810964
Lower-middle-income countries-2006;Lower-middle-income countries;;2006;5.7553415
Lower-middle-income countries-2007;Lower-middle-income countries;;2007;5.7296853
Lower-middle-income countries-2008;Lower-middle-income countries;;2008;5.3192363
Lower-middle-income countries-2009;Lower-middle-income countries;;2009;5.2029486
Lower-middle-income countries-2010;Lower-middle-income countries;;2010;5.317025
Lower-middle-income countries-2011;Lower-middle-income countries;;2011;5.6120405
Lower-middle-income countries-2012;Lower-middle-income countries;;2012;5.2002983
Lower-middle-income countries-2013;Lower-middle-income countries;;2013;6.032141
Lower-middle-income countries-2014;Lower-middle-income countries;;2014;5.936752
Lower-middle-income countries-2015;Lower-middle-income countries;;2015;5.766291
Lower-middle-income countries-2016;Lower-middle-income countries;;2016;5.848174
Lower-middle-income countries-2017;Lower-middle-income countries;;2017;6.348325
Lower-middle-income countries-2018;Lower-middle-income countries;;2018;6.516345
Lower-middle-income countries-2019;Lower-middle-income countries;;2019;7.0110745
Lower-middle-income countries-2020;Lower-middle-income countries;;2020;7.687888
Lower-middle-income countries-2021;Lower-middle-income countries;;2021;7.670769
Luxembourg-1965;Luxembourg;LUX;1965;0.6112312
Luxembourg-1966;Luxembourg;LUX;1966;0.57401013
Luxembourg-1967;Luxembourg;LUX;1967;0.65776145
Luxembourg-1968;Luxembourg;LUX;1968;0.621158
Luxembourg-1969;Luxembourg;LUX;1969;0.50225776
Luxembourg-1970;Luxembourg;LUX;1970;0.53466296
Luxembourg-1971;Luxembourg;LUX;1971;0.31431046
Luxembourg-1972;Luxembourg;LUX;1972;0.35941935
Luxembourg-1973;Luxembourg;LUX;1973;0.2993406
Luxembourg-1974;Luxembourg;LUX;1974;0.4354034
Luxembourg-1975;Luxembourg;LUX;1975;0.45285678
Luxembourg-1976;Luxembourg;LUX;1976;0.2848827
Luxembourg-1977;Luxembourg;LUX;1977;0.69326395
Luxembourg-1978;Luxembourg;LUX;1978;0.6544174
Luxembourg-1979;Luxembourg;LUX;1979;0.69214594
Luxembourg-1980;Luxembourg;LUX;1980;0.77743924
Luxembourg-1981;Luxembourg;LUX;1981;0.99061763
Luxembourg-1982;Luxembourg;LUX;1982;0.9594649
Luxembourg-1983;Luxembourg;LUX;1983;1.0039245
Luxembourg-1984;Luxembourg;LUX;1984;1.0007658
Luxembourg-1985;Luxembourg;LUX;1985;0.81546617
Luxembourg-1986;Luxembourg;LUX;1986;0.9784458
Luxembourg-1987;Luxembourg;LUX;1987;1.227454
Luxembourg-1988;Luxembourg;LUX;1988;1.1297141
Luxembourg-1989;Luxembourg;LUX;1989;0.7626809
Luxembourg-1990;Luxembourg;LUX;1990;0.66460145
Luxembourg-1991;Luxembourg;LUX;1991;0.7338108
Luxembourg-1992;Luxembourg;LUX;1992;0.61074954
Luxembourg-1993;Luxembourg;LUX;1993;0.6041135
Luxembourg-1994;Luxembourg;LUX;1994;0.77528125
Luxembourg-1995;Luxembourg;LUX;1995;0.9501822
Luxembourg-1996;Luxembourg;LUX;1996;0.6496767
Luxembourg-1997;Luxembourg;LUX;1997;0.90255505
Luxembourg-1998;Luxembourg;LUX;1998;1.2946181
Luxembourg-1999;Luxembourg;LUX;1999;1.0463187
Luxembourg-2000;Luxembourg;LUX;2000;1.3703701
Luxembourg-2001;Luxembourg;LUX;2001;1.2522311
Luxembourg-2002;Luxembourg;LUX;2002;1.0301427
Luxembourg-2003;Luxembourg;LUX;2003;0.91740716
Luxembourg-2004;Luxembourg;LUX;2004;1.1120193
Luxembourg-2005;Luxembourg;LUX;2005;1.1679211
Luxembourg-2006;Luxembourg;LUX;2006;1.3908712
Luxembourg-2007;Luxembourg;LUX;2007;1.5379573
Luxembourg-2008;Luxembourg;LUX;2008;1.6481373
Luxembourg-2009;Luxembourg;LUX;2009;1.6371243
Luxembourg-2010;Luxembourg;LUX;2010;1.5543997
Luxembourg-2011;Luxembourg;LUX;2011;1.4713187
Luxembourg-2012;Luxembourg;LUX;2012;1.8497294
Luxembourg-2013;Luxembourg;LUX;2013;2.304208
Luxembourg-2014;Luxembourg;LUX;2014;2.5587912
Luxembourg-2015;Luxembourg;LUX;2015;2.8418615
Luxembourg-2016;Luxembourg;LUX;2016;3.052534
Luxembourg-2017;Luxembourg;LUX;2017;3.8070426
Luxembourg-2018;Luxembourg;LUX;2018;4.1558747
Luxembourg-2019;Luxembourg;LUX;2019;4.7653427
Luxembourg-2020;Luxembourg;LUX;2020;6.848767
Luxembourg-2021;Luxembourg;LUX;2021;7.095166
Malaysia-1965;Malaysia;MYS;1965;5.2461205
Malaysia-1966;Malaysia;MYS;1966;5.346494
Malaysia-1967;Malaysia;MYS;1967;5.2158365
Malaysia-1968;Malaysia;MYS;1968;5.5935698
Malaysia-1969;Malaysia;MYS;1969;6.4295335
Malaysia-1970;Malaysia;MYS;1970;8.029954
Malaysia-1971;Malaysia;MYS;1971;6.2558084
Malaysia-1972;Malaysia;MYS;1972;6.1961727
Malaysia-1973;Malaysia;MYS;1973;5.6462393
Malaysia-1974;Malaysia;MYS;1974;5.05663
Malaysia-1975;Malaysia;MYS;1975;4.8979263
Malaysia-1976;Malaysia;MYS;1976;4.137609
Malaysia-1977;Malaysia;MYS;1977;2.869305
Malaysia-1978;Malaysia;MYS;1978;2.539179
Malaysia-1979;Malaysia;MYS;1979;2.6952224
Malaysia-1980;Malaysia;MYS;1980;3.290119
Malaysia-1981;Malaysia;MYS;1981;3.5273147
Malaysia-1982;Malaysia;MYS;1982;3.1702034
Malaysia-1983;Malaysia;MYS;1983;3.2134163
Malaysia-1984;Malaysia;MYS;1984;5.8833213
Malaysia-1985;Malaysia;MYS;1985;6.4829683
Malaysia-1986;Malaysia;MYS;1986;6.458532
Malaysia-1987;Malaysia;MYS;1987;7.548476
Malaysia-1988;Malaysia;MYS;1988;8.279656
Malaysia-1989;Malaysia;MYS;1989;6.8369017
Malaysia-1990;Malaysia;MYS;1990;4.9409094
Malaysia-1991;Malaysia;MYS;1991;4.358415
Malaysia-1992;Malaysia;MYS;1992;3.7214777
Malaysia-1993;Malaysia;MYS;1993;4.1896806
Malaysia-1994;Malaysia;MYS;1994;5.2703333
Malaysia-1995;Malaysia;MYS;1995;4.6203055
Malaysia-1996;Malaysia;MYS;1996;3.4503624
Malaysia-1997;Malaysia;MYS;1997;2.3939245
Malaysia-1998;Malaysia;MYS;1998;2.6601143
Malaysia-1999;Malaysia;MYS;1999;4.2179785
Malaysia-2000;Malaysia;MYS;2000;3.6813028
Malaysia-2001;Malaysia;MYS;2001;3.139982
Malaysia-2002;Malaysia;MYS;2002;2.5937574
Malaysia-2003;Malaysia;MYS;2003;2.2532132
Malaysia-2004;Malaysia;MYS;2004;2.3197203
Malaysia-2005;Malaysia;MYS;2005;2.2862065
Malaysia-2006;Malaysia;MYS;2006;2.3655074
Malaysia-2007;Malaysia;MYS;2007;2.1384602
Malaysia-2008;Malaysia;MYS;2008;2.624564
Malaysia-2009;Malaysia;MYS;2009;2.6226811
Malaysia-2010;Malaysia;MYS;2010;2.3254187
Malaysia-2011;Malaysia;MYS;2011;2.8593705
Malaysia-2012;Malaysia;MYS;2012;2.9071403
Malaysia-2013;Malaysia;MYS;2013;3.3195534
Malaysia-2014;Malaysia;MYS;2014;3.5630174
Malaysia-2015;Malaysia;MYS;2015;3.6460347
Malaysia-2016;Malaysia;MYS;2016;4.848279
Malaysia-2017;Malaysia;MYS;2017;6.291511
Malaysia-2018;Malaysia;MYS;2018;6.2534175
Malaysia-2019;Malaysia;MYS;2019;6.1784086
Malaysia-2020;Malaysia;MYS;2020;7.1631722
Malaysia-2021;Malaysia;MYS;2021;8.059835
Mexico-1965;Mexico;MEX;1965;8.934723
Mexico-1966;Mexico;MEX;1966;9.63311
Mexico-1967;Mexico;MEX;1967;10.291331
Mexico-1968;Mexico;MEX;1968;10.842834
Mexico-1969;Mexico;MEX;1969;10.4753
Mexico-1970;Mexico;MEX;1970;10.981713
Mexico-1971;Mexico;MEX;1971;10.142725
Mexico-1972;Mexico;MEX;1972;9.780027
Mexico-1973;Mexico;MEX;1973;9.648298
Mexico-1974;Mexico;MEX;1974;9.094654
Mexico-1975;Mexico;MEX;1975;7.7844524
Mexico-1976;Mexico;MEX;1976;8.30845
Mexico-1977;Mexico;MEX;1977;8.738277
Mexico-1978;Mexico;MEX;1978;6.597964
Mexico-1979;Mexico;MEX;1979;6.7473717
Mexico-1980;Mexico;MEX;1980;5.803558
Mexico-1981;Mexico;MEX;1981;7.5373626
Mexico-1982;Mexico;MEX;1982;6.8430967
Mexico-1983;Mexico;MEX;1983;6.308686
Mexico-1984;Mexico;MEX;1984;6.8312964
Mexico-1985;Mexico;MEX;1985;7.82051
Mexico-1986;Mexico;MEX;1986;6.596592
Mexico-1987;Mexico;MEX;1987;6.1185946
Mexico-1988;Mexico;MEX;1988;6.7846127
Mexico-1989;Mexico;MEX;1989;7.2933803
Mexico-1990;Mexico;MEX;1990;6.8308434
Mexico-1991;Mexico;MEX;1991;6.324605
Mexico-1992;Mexico;MEX;1992;7.251022
Mexico-1993;Mexico;MEX;1993;7.209392
Mexico-1994;Mexico;MEX;1994;5.4481173
Mexico-1995;Mexico;MEX;1995;7.1109824
Mexico-1996;Mexico;MEX;1996;7.601215
Mexico-1997;Mexico;MEX;1997;6.423585
Mexico-1998;Mexico;MEX;1998;5.862017
Mexico-1999;Mexico;MEX;1999;7.305536
Mexico-2000;Mexico;MEX;2000;7.1508975
Mexico-2001;Mexico;MEX;2001;6.3393073
Mexico-2002;Mexico;MEX;2002;5.4490385
Mexico-2003;Mexico;MEX;2003;4.6524553
Mexico-2004;Mexico;MEX;2004;5.303242
Mexico-2005;Mexico;MEX;2005;5.473337
Mexico-2006;Mexico;MEX;2006;5.5860863
Mexico-2007;Mexico;MEX;2007;5.209547
Mexico-2008;Mexico;MEX;2008;6.696116
Mexico-2009;Mexico;MEX;2009;4.9565783
Mexico-2010;Mexico;MEX;2010;6.283124
Mexico-2011;Mexico;MEX;2011;5.886854
Mexico-2012;Mexico;MEX;2012;5.4620795
Mexico-2013;Mexico;MEX;2013;5.06007
Mexico-2014;Mexico;MEX;2014;6.727102
Mexico-2015;Mexico;MEX;2015;6.0522633
Mexico-2016;Mexico;MEX;2016;6.1314926
Mexico-2017;Mexico;MEX;2017;6.372722
Mexico-2018;Mexico;MEX;2018;6.939361
Mexico-2019;Mexico;MEX;2019;7.0507708
Mexico-2020;Mexico;MEX;2020;9.475372
Mexico-2021;Mexico;MEX;2021;10.514754
Middle Africa (BP)-1965;Middle Africa (BP);;1965;30.39457
Middle Africa (BP)-1966;Middle Africa (BP);;1966;30.796164
Middle Africa (BP)-1967;Middle Africa (BP);;1967;29.214733
Middle Africa (BP)-1968;Middle Africa (BP);;1968;29.366556
Middle Africa (BP)-1969;Middle Africa (BP);;1969;30.493282
Middle Africa (BP)-1970;Middle Africa (BP);;1970;32.44628
Middle Africa (BP)-1971;Middle Africa (BP);;1971;30.467072
Middle Africa (BP)-1972;Middle Africa (BP);;1972;30.095858
Middle Africa (BP)-1973;Middle Africa (BP);;1973;29.142452
Middle Africa (BP)-1974;Middle Africa (BP);;1974;27.900394
Middle Africa (BP)-1975;Middle Africa (BP);;1975;32.271954
Middle Africa (BP)-1976;Middle Africa (BP);;1976;31.752153
Middle Africa (BP)-1977;Middle Africa (BP);;1977;30.684801
Middle Africa (BP)-1978;Middle Africa (BP);;1978;27.682676
Middle Africa (BP)-1979;Middle Africa (BP);;1979;28.144175
Middle Africa (BP)-1980;Middle Africa (BP);;1980;28.319717
Middle Africa (BP)-1981;Middle Africa (BP);;1981;28.218985
Middle Africa (BP)-1982;Middle Africa (BP);;1982;30.253426
Middle Africa (BP)-1983;Middle Africa (BP);;1983;28.85624
Middle Africa (BP)-1984;Middle Africa (BP);;1984;31.710825
Middle Africa (BP)-1985;Middle Africa (BP);;1985;32.033
Middle Africa (BP)-1986;Middle Africa (BP);;1986;33.288555
Middle Africa (BP)-1987;Middle Africa (BP);;1987;32.6252
Middle Africa (BP)-1988;Middle Africa (BP);;1988;31.55033
Middle Africa (BP)-1989;Middle Africa (BP);;1989;35.659252
Middle Africa (BP)-1990;Middle Africa (BP);;1990;34.56066
Middle Africa (BP)-1991;Middle Africa (BP);;1991;35.46757
Middle Africa (BP)-1992;Middle Africa (BP);;1992;37.48953
Middle Africa (BP)-1993;Middle Africa (BP);;1993;35.667168
Middle Africa (BP)-1994;Middle Africa (BP);;1994;35.059616
Middle Africa (BP)-1995;Middle Africa (BP);;1995;37.58183
Middle Africa (BP)-1996;Middle Africa (BP);;1996;37.594368
Middle Africa (BP)-1997;Middle Africa (BP);;1997;35.26089
Middle Africa (BP)-1998;Middle Africa (BP);;1998;35.773834
Middle Africa (BP)-1999;Middle Africa (BP);;1999;35.74486
Middle Africa (BP)-2000;Middle Africa (BP);;2000;35.483055
Middle Africa (BP)-2001;Middle Africa (BP);;2001;35.432236
Middle Africa (BP)-2002;Middle Africa (BP);;2002;30.723997
Middle Africa (BP)-2003;Middle Africa (BP);;2003;29.391506
Middle Africa (BP)-2004;Middle Africa (BP);;2004;30.813004
Middle Africa (BP)-2005;Middle Africa (BP);;2005;31.654406
Middle Africa (BP)-2006;Middle Africa (BP);;2006;30.919579
Middle Africa (BP)-2007;Middle Africa (BP);;2007;27.637726
Middle Africa (BP)-2008;Middle Africa (BP);;2008;26.890867
Middle Africa (BP)-2009;Middle Africa (BP);;2009;25.186485
Middle Africa (BP)-2010;Middle Africa (BP);;2010;23.82759
Middle Africa (BP)-2011;Middle Africa (BP);;2011;22.858438
Middle Africa (BP)-2012;Middle Africa (BP);;2012;20.70605
Middle Africa (BP)-2013;Middle Africa (BP);;2013;21.011396
Middle Africa (BP)-2014;Middle Africa (BP);;2014;21.218956
Middle Africa (BP)-2015;Middle Africa (BP);;2015;21.55557
Middle Africa (BP)-2016;Middle Africa (BP);;2016;22.2828
Middle Africa (BP)-2017;Middle Africa (BP);;2017;25.124096
Middle Africa (BP)-2018;Middle Africa (BP);;2018;27.342493
Middle Africa (BP)-2019;Middle Africa (BP);;2019;28.492256
Middle Africa (BP)-2020;Middle Africa (BP);;2020;31.235266
Middle Africa (BP)-2021;Middle Africa (BP);;2021;29.66652
Middle East (BP)-1965;Middle East (BP);;1965;1.2888106
Middle East (BP)-1966;Middle East (BP);;1966;1.345175
Middle East (BP)-1967;Middle East (BP);;1967;1.4138057
Middle East (BP)-1968;Middle East (BP);;1968;1.4583994
Middle East (BP)-1969;Middle East (BP);;1969;1.5177778
Middle East (BP)-1970;Middle East (BP);;1970;1.499312
Middle East (BP)-1971;Middle East (BP);;1971;1.4618561
Middle East (BP)-1972;Middle East (BP);;1972;1.6518908
Middle East (BP)-1973;Middle East (BP);;1973;1.2303776
Middle East (BP)-1974;Middle East (BP);;1974;1.4840056
Middle East (BP)-1975;Middle East (BP);;1975;1.6867906
Middle East (BP)-1976;Middle East (BP);;1976;1.7395034
Middle East (BP)-1977;Middle East (BP);;1977;1.7149302
Middle East (BP)-1978;Middle East (BP);;1978;2.2458887
Middle East (BP)-1979;Middle East (BP);;1979;1.8815255
Middle East (BP)-1980;Middle East (BP);;1980;1.955995
Middle East (BP)-1981;Middle East (BP);;1981;1.8975196
Middle East (BP)-1982;Middle East (BP);;1982;1.7821629
Middle East (BP)-1983;Middle East (BP);;1983;1.5667509
Middle East (BP)-1984;Middle East (BP);;1984;1.4043809
Middle East (BP)-1985;Middle East (BP);;1985;1.3377028
Middle East (BP)-1986;Middle East (BP);;1986;1.3556213
Middle East (BP)-1987;Middle East (BP);;1987;1.5973238
Middle East (BP)-1988;Middle East (BP);;1988;1.5522397
Middle East (BP)-1989;Middle East (BP);;1989;1.3000425
Middle East (BP)-1990;Middle East (BP);;1990;1.5100126
Middle East (BP)-1991;Middle East (BP);;1991;1.0516912
Middle East (BP)-1992;Middle East (BP);;1992;1.5536991
Middle East (BP)-1993;Middle East (BP);;1993;1.7008221
Middle East (BP)-1994;Middle East (BP);;1994;1.2634526
Middle East (BP)-1995;Middle East (BP);;1995;1.381184
Middle East (BP)-1996;Middle East (BP);;1996;1.342567
Middle East (BP)-1997;Middle East (BP);;1997;1.0883746
Middle East (BP)-1998;Middle East (BP);;1998;1.1451784
Middle East (BP)-1999;Middle East (BP);;1999;0.7730245
Middle East (BP)-2000;Middle East (BP);;2000;0.6672698
Middle East (BP)-2001;Middle East (BP);;2001;0.6830074
Middle East (BP)-2002;Middle East (BP);;2002;0.9304742
Middle East (BP)-2003;Middle East (BP);;2003;0.97535753
Middle East (BP)-2004;Middle East (BP);;2004;1.1181799
Middle East (BP)-2005;Middle East (BP);;2005;1.0950568
Middle East (BP)-2006;Middle East (BP);;2006;1.224795
Middle East (BP)-2007;Middle East (BP);;2007;1.096815
Middle East (BP)-2008;Middle East (BP);;2008;0.52447456
Middle East (BP)-2009;Middle East (BP);;2009;0.45684582
Middle East (BP)-2010;Middle East (BP);;2010;0.60780156
Middle East (BP)-2011;Middle East (BP);;2011;0.61838734
Middle East (BP)-2012;Middle East (BP);;2012;0.6974745
Middle East (BP)-2013;Middle East (BP);;2013;0.74113744
Middle East (BP)-2014;Middle East (BP);;2014;0.62902766
Middle East (BP)-2015;Middle East (BP);;2015;0.5351889
Middle East (BP)-2016;Middle East (BP);;2016;0.6441814
Middle East (BP)-2017;Middle East (BP);;2017;0.6690362
Middle East (BP)-2018;Middle East (BP);;2018;0.51964533
Middle East (BP)-2019;Middle East (BP);;2019;1.3370022
Middle East (BP)-2020;Middle East (BP);;2020;1.1381058
Middle East (BP)-2021;Middle East (BP);;2021;0.95469177
Morocco-1965;Morocco;MAR;1965;20.227098
Morocco-1966;Morocco;MAR;1966;13.343615
Morocco-1967;Morocco;MAR;1967;11.197634
Morocco-1968;Morocco;MAR;1968;11.839538
Morocco-1969;Morocco;MAR;1969;13.958055
Morocco-1970;Morocco;MAR;1970;13.115361
Morocco-1971;Morocco;MAR;1971;13.923879
Morocco-1972;Morocco;MAR;1972;13.526379
Morocco-1973;Morocco;MAR;1973;9.0946245
Morocco-1974;Morocco;MAR;1974;9.542439
Morocco-1975;Morocco;MAR;1975;7.1343913
Morocco-1976;Morocco;MAR;1976;6.4660883
Morocco-1977;Morocco;MAR;1977;7.88484
Morocco-1978;Morocco;MAR;1978;7.7057576
Morocco-1979;Morocco;MAR;1979;7.7190423
Morocco-1980;Morocco;MAR;1980;7.3711247
Morocco-1981;Morocco;MAR;1981;5.1364603
Morocco-1982;Morocco;MAR;1982;2.7842176
Morocco-1983;Morocco;MAR;1983;2.2804005
Morocco-1984;Morocco;MAR;1984;1.7123272
Morocco-1985;Morocco;MAR;1985;2.2006674
Morocco-1986;Morocco;MAR;1986;2.8153403
Morocco-1987;Morocco;MAR;1987;3.5068126
Morocco-1988;Morocco;MAR;1988;3.7663095
Morocco-1989;Morocco;MAR;1989;4.231739
Morocco-1990;Morocco;MAR;1990;4.359246
Morocco-1991;Morocco;MAR;1991;4.3259
Morocco-1992;Morocco;MAR;1992;3.0396228
Morocco-1993;Morocco;MAR;1993;1.3822969
Morocco-1994;Morocco;MAR;1994;2.377947
Morocco-1995;Morocco;MAR;1995;1.7634829
Morocco-1996;Morocco;MAR;1996;5.402517
Morocco-1997;Morocco;MAR;1997;5.5313864
Morocco-1998;Morocco;MAR;1998;4.6007285
Morocco-1999;Morocco;MAR;1999;2.058802
Morocco-2000;Morocco;MAR;2000;1.9685844
Morocco-2001;Morocco;MAR;2001;2.47259
Morocco-2002;Morocco;MAR;2002;2.3249912
Morocco-2003;Morocco;MAR;2003;3.6570694
Morocco-2004;Morocco;MAR;2004;3.4734976
Morocco-2005;Morocco;MAR;2005;2.0816917
Morocco-2006;Morocco;MAR;2006;2.018249
Morocco-2007;Morocco;MAR;2007;2.0501916
Morocco-2008;Morocco;MAR;2008;1.8975967
Morocco-2009;Morocco;MAR;2009;4.711689
Morocco-2010;Morocco;MAR;2010;5.8873553
Morocco-2011;Morocco;MAR;2011;3.643836
Morocco-2012;Morocco;MAR;2012;3.1137834
Morocco-2013;Morocco;MAR;2013;5.110578
Morocco-2014;Morocco;MAR;2014;4.4587364
Morocco-2015;Morocco;MAR;2015;5.388849
Morocco-2016;Morocco;MAR;2016;5.595185
Morocco-2017;Morocco;MAR;2017;5.2868266
Morocco-2018;Morocco;MAR;2018;7.1069336
Morocco-2019;Morocco;MAR;2019;7.547047
Morocco-2020;Morocco;MAR;2020;7.633952
Morocco-2021;Morocco;MAR;2021;7.6361694
Netherlands-1965;Netherlands;NLD;1965;0
Netherlands-1966;Netherlands;NLD;1966;0
Netherlands-1967;Netherlands;NLD;1967;0
Netherlands-1968;Netherlands;NLD;1968;0
Netherlands-1969;Netherlands;NLD;1969;0
Netherlands-1970;Netherlands;NLD;1970;0
Netherlands-1971;Netherlands;NLD;1971;0
Netherlands-1972;Netherlands;NLD;1972;0
Netherlands-1973;Netherlands;NLD;1973;0
Netherlands-1974;Netherlands;NLD;1974;0
Netherlands-1975;Netherlands;NLD;1975;0.3115214
Netherlands-1976;Netherlands;NLD;1976;0.31017715
Netherlands-1977;Netherlands;NLD;1977;0.31403565
Netherlands-1978;Netherlands;NLD;1978;0.4299202
Netherlands-1979;Netherlands;NLD;1979;0.3800929
Netherlands-1980;Netherlands;NLD;1980;0.37478048
Netherlands-1981;Netherlands;NLD;1981;0.41875726
Netherlands-1982;Netherlands;NLD;1982;0.11066413
Netherlands-1983;Netherlands;NLD;1983;0.09600715
Netherlands-1984;Netherlands;NLD;1984;0.0068058204
Netherlands-1985;Netherlands;NLD;1985;0.17216097
Netherlands-1986;Netherlands;NLD;1986;0.2057679
Netherlands-1987;Netherlands;NLD;1987;0.25524175
Netherlands-1988;Netherlands;NLD;1988;0.30741864
Netherlands-1989;Netherlands;NLD;1989;0.34333688
Netherlands-1990;Netherlands;NLD;1990;0.28062096
Netherlands-1991;Netherlands;NLD;1991;0.31914797
Netherlands-1992;Netherlands;NLD;1992;0.33999988
Netherlands-1993;Netherlands;NLD;1993;0.3742875
Netherlands-1994;Netherlands;NLD;1994;0.42665818
Netherlands-1995;Netherlands;NLD;1995;0.45612013
Netherlands-1996;Netherlands;NLD;1996;0.5639131
Netherlands-1997;Netherlands;NLD;1997;0.6360036
Netherlands-1998;Netherlands;NLD;1998;0.72682464
Netherlands-1999;Netherlands;NLD;1999;0.79479086
Netherlands-2000;Netherlands;NLD;2000;0.9258593
Netherlands-2001;Netherlands;NLD;2001;0.9883765
Netherlands-2002;Netherlands;NLD;2002;1.1863465
Netherlands-2003;Netherlands;NLD;2003;1.1635091
Netherlands-2004;Netherlands;NLD;2004;1.5031251
Netherlands-2005;Netherlands;NLD;2005;2.0780501
Netherlands-2006;Netherlands;NLD;2006;2.315084
Netherlands-2007;Netherlands;NLD;2007;2.4174244
Netherlands-2008;Netherlands;NLD;2008;2.9132164
Netherlands-2009;Netherlands;NLD;2009;3.4302778
Netherlands-2010;Netherlands;NLD;2010;3.2134414
Netherlands-2011;Netherlands;NLD;2011;3.8112893
Netherlands-2012;Netherlands;NLD;2012;3.9636314
Netherlands-2013;Netherlands;NLD;2013;3.9457889
Netherlands-2014;Netherlands;NLD;2014;3.9784324
Netherlands-2015;Netherlands;NLD;2015;4.503984
Netherlands-2016;Netherlands;NLD;2016;4.676411
Netherlands-2017;Netherlands;NLD;2017;5.4899817
Netherlands-2018;Netherlands;NLD;2018;5.991268
Netherlands-2019;Netherlands;NLD;2019;7.3029876
Netherlands-2020;Netherlands;NLD;2020;10.758958
Netherlands-2021;Netherlands;NLD;2021;12.3737955
New Zealand-1965;New Zealand;NZL;1965;39.252773
New Zealand-1966;New Zealand;NZL;1966;39.54505
New Zealand-1967;New Zealand;NZL;1967;39.84817
New Zealand-1968;New Zealand;NZL;1968;41.174576
New Zealand-1969;New Zealand;NZL;1969;40.150276
New Zealand-1970;New Zealand;NZL;1970;38.82334
New Zealand-1971;New Zealand;NZL;1971;41.630173
New Zealand-1972;New Zealand;NZL;1972;41.19133
New Zealand-1973;New Zealand;NZL;1973;39.168335
New Zealand-1974;New Zealand;NZL;1974;40.757793
New Zealand-1975;New Zealand;NZL;1975;43.620903
New Zealand-1976;New Zealand;NZL;1976;39.515545
New Zealand-1977;New Zealand;NZL;1977;36.93731
New Zealand-1978;New Zealand;NZL;1978;39.57416
New Zealand-1979;New Zealand;NZL;1979;44.902813
New Zealand-1980;New Zealand;NZL;1980;46.8752
New Zealand-1981;New Zealand;NZL;1981;47.395737
