id;Entity;Code;Year;Share_solar
Malaysia-2008;Malaysia;MYS;2008;0
Malaysia-2009;Malaysia;MYS;2009;0
Malaysia-2010;Malaysia;MYS;2010;0
Malaysia-2011;Malaysia;MYS;2011;0
Malaysia-2012;Malaysia;MYS;2012;0.0018490329
Malaysia-2013;Malaysia;MYS;2013;0.0353723
Malaysia-2014;Malaysia;MYS;2014;0.056044105
Malaysia-2015;Malaysia;MYS;2015;0.0659742
Malaysia-2016;Malaysia;MYS;2016;0.07076029
Malaysia-2017;Malaysia;MYS;2017;0.07390287
Malaysia-2018;Malaysia;MYS;2018;0.13825002
Malaysia-2019;Malaysia;MYS;2019;0.20031767
Malaysia-2020;Malaysia;MYS;2020;0.27017608
Malaysia-2021;Malaysia;MYS;2021;0.33801866
Mexico-1965;Mexico;MEX;1965;0
Mexico-1966;Mexico;MEX;1966;0
Mexico-1967;Mexico;MEX;1967;0
Mexico-1968;Mexico;MEX;1968;0
Mexico-1969;Mexico;MEX;1969;0
Mexico-1970;Mexico;MEX;1970;0
Mexico-1971;Mexico;MEX;1971;0
Mexico-1972;Mexico;MEX;1972;0
Mexico-1973;Mexico;MEX;1973;0
Mexico-1974;Mexico;MEX;1974;0
Mexico-1975;Mexico;MEX;1975;0
Mexico-1976;Mexico;MEX;1976;0
Mexico-1977;Mexico;MEX;1977;0
Mexico-1978;Mexico;MEX;1978;0
Mexico-1979;Mexico;MEX;1979;0
Mexico-1980;Mexico;MEX;1980;0
Mexico-1981;Mexico;MEX;1981;0
Mexico-1982;Mexico;MEX;1982;0
Mexico-1983;Mexico;MEX;1983;0
Mexico-1984;Mexico;MEX;1984;0
Mexico-1985;Mexico;MEX;1985;0
Mexico-1986;Mexico;MEX;1986;0
Mexico-1987;Mexico;MEX;1987;0
Mexico-1988;Mexico;MEX;1988;0
Mexico-1989;Mexico;MEX;1989;0
Mexico-1990;Mexico;MEX;1990;0.00023135665
Mexico-1991;Mexico;MEX;1991;0.00044760195
Mexico-1992;Mexico;MEX;1992;0.00065858365
Mexico-1993;Mexico;MEX;1993;0.0008750114
Mexico-1994;Mexico;MEX;1994;0.0010343557
Mexico-1995;Mexico;MEX;1995;0.0010496932
Mexico-1996;Mexico;MEX;1996;0.0012220396
Mexico-1997;Mexico;MEX;1997;0.0012021264
Mexico-1998;Mexico;MEX;1998;0.0013423045
Mexico-1999;Mexico;MEX;1999;0.0013244179
Mexico-2000;Mexico;MEX;2000;0.0012649014
Mexico-2001;Mexico;MEX;2001;0.0014547548
Mexico-2002;Mexico;MEX;2002;0.001402138
Mexico-2003;Mexico;MEX;2003;0.0013813104
Mexico-2004;Mexico;MEX;2004;0.0014655973
Mexico-2005;Mexico;MEX;2005;0.0013681365
Mexico-2006;Mexico;MEX;2006;0.0014637021
Mexico-2007;Mexico;MEX;2007;0.0013024505
Mexico-2008;Mexico;MEX;2008;0.0026743375
Mexico-2009;Mexico;MEX;2009;0.0038110623
Mexico-2010;Mexico;MEX;2010;0.0042222464
Mexico-2011;Mexico;MEX;2011;0.005296361
Mexico-2012;Mexico;MEX;2012;0.008809186
Mexico-2013;Mexico;MEX;2013;0.013395963
Mexico-2014;Mexico;MEX;2014;0.027884968
Mexico-2015;Mexico;MEX;2015;0.025393857
Mexico-2016;Mexico;MEX;2016;0.031096343
Mexico-2017;Mexico;MEX;2017;0.14330882
Mexico-2018;Mexico;MEX;2018;0.3835106
Mexico-2019;Mexico;MEX;2019;0.922087
Mexico-2020;Mexico;MEX;2020;1.389886
Mexico-2021;Mexico;MEX;2021;1.6522719
Middle Africa (BP)-1980;Middle Africa (BP);;1980;0
Middle Africa (BP)-1981;Middle Africa (BP);;1981;0
Middle Africa (BP)-1982;Middle Africa (BP);;1982;0
Middle Africa (BP)-1983;Middle Africa (BP);;1983;0
Middle Africa (BP)-1984;Middle Africa (BP);;1984;0
Middle Africa (BP)-1985;Middle Africa (BP);;1985;0
Middle Africa (BP)-1986;Middle Africa (BP);;1986;0
Middle Africa (BP)-1987;Middle Africa (BP);;1987;0
Middle Africa (BP)-1988;Middle Africa (BP);;1988;0
Middle Africa (BP)-1989;Middle Africa (BP);;1989;0
Middle Africa (BP)-1990;Middle Africa (BP);;1990;0
Middle Africa (BP)-1991;Middle Africa (BP);;1991;0
Middle Africa (BP)-1992;Middle Africa (BP);;1992;0
Middle Africa (BP)-1993;Middle Africa (BP);;1993;0
Middle Africa (BP)-1994;Middle Africa (BP);;1994;0
Middle Africa (BP)-1995;Middle Africa (BP);;1995;0
Middle Africa (BP)-1996;Middle Africa (BP);;1996;0
Middle Africa (BP)-1997;Middle Africa (BP);;1997;0
Middle Africa (BP)-1998;Middle Africa (BP);;1998;0
Middle Africa (BP)-1999;Middle Africa (BP);;1999;0
Middle Africa (BP)-2000;Middle Africa (BP);;2000;0
Middle Africa (BP)-2001;Middle Africa (BP);;2001;0.00014627031
Middle Africa (BP)-2002;Middle Africa (BP);;2002;0.0010602435
Middle Africa (BP)-2003;Middle Africa (BP);;2003;0.001418899
Middle Africa (BP)-2004;Middle Africa (BP);;2004;0.001823095
Middle Africa (BP)-2005;Middle Africa (BP);;2005;0.0027309177
Middle Africa (BP)-2006;Middle Africa (BP);;2006;0.003089481
Middle Africa (BP)-2007;Middle Africa (BP);;2007;0.008130761
Middle Africa (BP)-2008;Middle Africa (BP);;2008;0.012839122
Middle Africa (BP)-2009;Middle Africa (BP);;2009;0.015936336
Middle Africa (BP)-2010;Middle Africa (BP);;2010;0.019032087
Middle Africa (BP)-2011;Middle Africa (BP);;2011;0.022017803
Middle Africa (BP)-2012;Middle Africa (BP);;2012;0.024374466
Middle Africa (BP)-2013;Middle Africa (BP);;2013;0.025243122
Middle Africa (BP)-2014;Middle Africa (BP);;2014;0.028951483
Middle Africa (BP)-2015;Middle Africa (BP);;2015;0.033282537
Middle Africa (BP)-2016;Middle Africa (BP);;2016;0.03873146
Middle Africa (BP)-2017;Middle Africa (BP);;2017;0.045607436
Middle Africa (BP)-2018;Middle Africa (BP);;2018;0.06747662
Middle Africa (BP)-2019;Middle Africa (BP);;2019;0.06580667
Middle Africa (BP)-2020;Middle Africa (BP);;2020;0.0677221
Middle Africa (BP)-2021;Middle Africa (BP);;2021;0.06298648
Middle East (BP)-1971;Middle East (BP);;1971;0
Middle East (BP)-1972;Middle East (BP);;1972;0
Middle East (BP)-1973;Middle East (BP);;1973;0
Middle East (BP)-1974;Middle East (BP);;1974;0
Middle East (BP)-1975;Middle East (BP);;1975;0
Middle East (BP)-1976;Middle East (BP);;1976;0
Middle East (BP)-1977;Middle East (BP);;1977;0
Middle East (BP)-1978;Middle East (BP);;1978;0
Middle East (BP)-1979;Middle East (BP);;1979;0
Middle East (BP)-1980;Middle East (BP);;1980;0
Middle East (BP)-1981;Middle East (BP);;1981;0
Middle East (BP)-1982;Middle East (BP);;1982;0
Middle East (BP)-1983;Middle East (BP);;1983;0
Middle East (BP)-1984;Middle East (BP);;1984;0
Middle East (BP)-1985;Middle East (BP);;1985;0
Middle East (BP)-1986;Middle East (BP);;1986;0
Middle East (BP)-1987;Middle East (BP);;1987;0
Middle East (BP)-1988;Middle East (BP);;1988;0
Middle East (BP)-1989;Middle East (BP);;1989;0
Middle East (BP)-1990;Middle East (BP);;1990;0
Middle East (BP)-1991;Middle East (BP);;1991;0
Middle East (BP)-1992;Middle East (BP);;1992;0
Middle East (BP)-1993;Middle East (BP);;1993;0
Middle East (BP)-1994;Middle East (BP);;1994;0
Middle East (BP)-1995;Middle East (BP);;1995;0
Middle East (BP)-1996;Middle East (BP);;1996;0
Middle East (BP)-1997;Middle East (BP);;1997;0
Middle East (BP)-1998;Middle East (BP);;1998;0
Middle East (BP)-1999;Middle East (BP);;1999;0
Middle East (BP)-2000;Middle East (BP);;2000;0
Middle East (BP)-2001;Middle East (BP);;2001;0
Middle East (BP)-2002;Middle East (BP);;2002;0
Middle East (BP)-2003;Middle East (BP);;2003;0
Middle East (BP)-2004;Middle East (BP);;2004;0
Middle East (BP)-2005;Middle East (BP);;2005;0
Middle East (BP)-2006;Middle East (BP);;2006;0.0000042889983
Middle East (BP)-2007;Middle East (BP);;2007;0.0000040850573
Middle East (BP)-2008;Middle East (BP);;2008;0.00013188663
Middle East (BP)-2009;Middle East (BP);;2009;0.0012538009
Middle East (BP)-2010;Middle East (BP);;2010;0.0033372245
Middle East (BP)-2011;Middle East (BP);;2011;0.0073744273
Middle East (BP)-2012;Middle East (BP);;2012;0.013396164
Middle East (BP)-2013;Middle East (BP);;2013;0.020756483
Middle East (BP)-2014;Middle East (BP);;2014;0.037653938
Middle East (BP)-2015;Middle East (BP);;2015;0.05128528
Middle East (BP)-2016;Middle East (BP);;2016;0.07470261
Middle East (BP)-2017;Middle East (BP);;2017;0.093073055
Middle East (BP)-2018;Middle East (BP);;2018;0.13897082
Middle East (BP)-2019;Middle East (BP);;2019;0.25637624
Middle East (BP)-2020;Middle East (BP);;2020;0.32724437
Middle East (BP)-2021;Middle East (BP);;2021;0.37867156
Morocco-1965;Morocco;MAR;1965;0
Morocco-1966;Morocco;MAR;1966;0
Morocco-1967;Morocco;MAR;1967;0
Morocco-1968;Morocco;MAR;1968;0
Morocco-1969;Morocco;MAR;1969;0
Morocco-1970;Morocco;MAR;1970;0
Morocco-1971;Morocco;MAR;1971;0
Morocco-1972;Morocco;MAR;1972;0
Morocco-1973;Morocco;MAR;1973;0
Morocco-1974;Morocco;MAR;1974;0
Morocco-1975;Morocco;MAR;1975;0
Morocco-1976;Morocco;MAR;1976;0
Morocco-1977;Morocco;MAR;1977;0
Morocco-1978;Morocco;MAR;1978;0
Morocco-1979;Morocco;MAR;1979;0
Morocco-1980;Morocco;MAR;1980;0
Morocco-1981;Morocco;MAR;1981;0
Morocco-1982;Morocco;MAR;1982;0
Morocco-1983;Morocco;MAR;1983;0
Morocco-1984;Morocco;MAR;1984;0
Morocco-1985;Morocco;MAR;1985;0
Morocco-1986;Morocco;MAR;1986;0
Morocco-1987;Morocco;MAR;1987;0
Morocco-1988;Morocco;MAR;1988;0
Morocco-1989;Morocco;MAR;1989;0
Morocco-1990;Morocco;MAR;1990;0
Morocco-1991;Morocco;MAR;1991;0
Morocco-1992;Morocco;MAR;1992;0
Morocco-1993;Morocco;MAR;1993;0
Morocco-1994;Morocco;MAR;1994;0
Morocco-1995;Morocco;MAR;1995;0
Morocco-1996;Morocco;MAR;1996;0
Morocco-1997;Morocco;MAR;1997;0
Morocco-1998;Morocco;MAR;1998;0
Morocco-1999;Morocco;MAR;1999;0
Morocco-2000;Morocco;MAR;2000;0
Morocco-2001;Morocco;MAR;2001;0
Morocco-2002;Morocco;MAR;2002;0.0002263889
Morocco-2003;Morocco;MAR;2003;0.00022363508
Morocco-2004;Morocco;MAR;2004;0.00019637498
Morocco-2005;Morocco;MAR;2005;0.00017933658
Morocco-2006;Morocco;MAR;2006;0.00017407691
Morocco-2007;Morocco;MAR;2007;0.00017565385
Morocco-2008;Morocco;MAR;2008;0.00015759106
Morocco-2009;Morocco;MAR;2009;0.00016152121
Morocco-2010;Morocco;MAR;2010;0.00014420573
Morocco-2011;Morocco;MAR;2011;0.00013600825
Morocco-2012;Morocco;MAR;2012;0.0001337156
Morocco-2013;Morocco;MAR;2013;0.00012904702
Morocco-2014;Morocco;MAR;2014;0.00012644807
Morocco-2015;Morocco;MAR;2015;0.0069700824
Morocco-2016;Morocco;MAR;2016;0.48235384
Morocco-2017;Morocco;MAR;2017;0.47371322
Morocco-2018;Morocco;MAR;2018;1.0413839
Morocco-2019;Morocco;MAR;2019;1.5822196
Morocco-2020;Morocco;MAR;2020;1.6623781
Morocco-2021;Morocco;MAR;2021;1.7945867
Netherlands-1965;Netherlands;NLD;1965;0
Netherlands-1966;Netherlands;NLD;1966;0
Netherlands-1967;Netherlands;NLD;1967;0
Netherlands-1968;Netherlands;NLD;1968;0
Netherlands-1969;Netherlands;NLD;1969;0
Netherlands-1970;Netherlands;NLD;1970;0
Netherlands-1971;Netherlands;NLD;1971;0
Netherlands-1972;Netherlands;NLD;1972;0
Netherlands-1973;Netherlands;NLD;1973;0
Netherlands-1974;Netherlands;NLD;1974;0
Netherlands-1975;Netherlands;NLD;1975;0
Netherlands-1976;Netherlands;NLD;1976;0
Netherlands-1977;Netherlands;NLD;1977;0
Netherlands-1978;Netherlands;NLD;1978;0
Netherlands-1979;Netherlands;NLD;1979;0
Netherlands-1980;Netherlands;NLD;1980;0
Netherlands-1981;Netherlands;NLD;1981;0
Netherlands-1982;Netherlands;NLD;1982;0
Netherlands-1983;Netherlands;NLD;1983;0
Netherlands-1984;Netherlands;NLD;1984;0
Netherlands-1985;Netherlands;NLD;1985;0
Netherlands-1986;Netherlands;NLD;1986;0
Netherlands-1987;Netherlands;NLD;1987;0
Netherlands-1988;Netherlands;NLD;1988;0
Netherlands-1989;Netherlands;NLD;1989;0
Netherlands-1990;Netherlands;NLD;1990;0
Netherlands-1991;Netherlands;NLD;1991;0
Netherlands-1992;Netherlands;NLD;1992;0.00031353315
Netherlands-1993;Netherlands;NLD;1993;0.0003109345
Netherlands-1994;Netherlands;NLD;1994;0.0000031430582
Netherlands-1995;Netherlands;NLD;1995;0.0003020061
Netherlands-1996;Netherlands;NLD;1996;0.00058171316
Netherlands-1997;Netherlands;NLD;1997;0.0005923476
Netherlands-1998;Netherlands;NLD;1998;0.0010299907
Netherlands-1999;Netherlands;NLD;1999;0.0015680918
Netherlands-2000;Netherlands;NLD;2000;0.0022651087
Netherlands-2001;Netherlands;NLD;2001;0.0036695744
Netherlands-2002;Netherlands;NLD;2002;0.004754688
Netherlands-2003;Netherlands;NLD;2003;0.008465648
Netherlands-2004;Netherlands;NLD;2004;0.008771394
Netherlands-2005;Netherlands;NLD;2005;0.008804364
Netherlands-2006;Netherlands;NLD;2006;0.009198406
Netherlands-2007;Netherlands;NLD;2007;0.009117635
Netherlands-2008;Netherlands;NLD;2008;0.0099855075
Netherlands-2009;Netherlands;NLD;2009;0.011500065
Netherlands-2010;Netherlands;NLD;2010;0.01444027
Netherlands-2011;Netherlands;NLD;2011;0.025279544
Netherlands-2012;Netherlands;NLD;2012;0.06569341
Netherlands-2013;Netherlands;NLD;2013;0.1368517
Netherlands-2014;Netherlands;NLD;2014;0.21925816
Netherlands-2015;Netherlands;NLD;2015;0.30708513
Netherlands-2016;Netherlands;NLD;2016;0.41676188
Netherlands-2017;Netherlands;NLD;2017;0.5946028
Netherlands-2018;Netherlands;NLD;2018;0.99494606
Netherlands-2019;Netherlands;NLD;2019;1.4441437
Netherlands-2020;Netherlands;NLD;2020;2.4483466
Netherlands-2021;Netherlands;NLD;2021;3.10039
New Zealand-1965;New Zealand;NZL;1965;0
New Zealand-1966;New Zealand;NZL;1966;0
New Zealand-1967;New Zealand;NZL;1967;0
New Zealand-1968;New Zealand;NZL;1968;0
New Zealand-1969;New Zealand;NZL;1969;0
New Zealand-1970;New Zealand;NZL;1970;0
New Zealand-1971;New Zealand;NZL;1971;0
New Zealand-1972;New Zealand;NZL;1972;0
New Zealand-1973;New Zealand;NZL;1973;0
New Zealand-1974;New Zealand;NZL;1974;0
New Zealand-1975;New Zealand;NZL;1975;0
New Zealand-1976;New Zealand;NZL;1976;0
New Zealand-1977;New Zealand;NZL;1977;0
New Zealand-1978;New Zealand;NZL;1978;0
New Zealand-1979;New Zealand;NZL;1979;0
New Zealand-1980;New Zealand;NZL;1980;0
New Zealand-1981;New Zealand;NZL;1981;0
New Zealand-1982;New Zealand;NZL;1982;0
New Zealand-1983;New Zealand;NZL;1983;0
New Zealand-1984;New Zealand;NZL;1984;0
New Zealand-1985;New Zealand;NZL;1985;0
New Zealand-1986;New Zealand;NZL;1986;0
New Zealand-1987;New Zealand;NZL;1987;0
New Zealand-1988;New Zealand;NZL;1988;0
New Zealand-1989;New Zealand;NZL;1989;0
New Zealand-1990;New Zealand;NZL;1990;0
New Zealand-1991;New Zealand;NZL;1991;0
New Zealand-1992;New Zealand;NZL;1992;0
New Zealand-1993;New Zealand;NZL;1993;0
New Zealand-1994;New Zealand;NZL;1994;0
New Zealand-1995;New Zealand;NZL;1995;0
New Zealand-1996;New Zealand;NZL;1996;0
New Zealand-1997;New Zealand;NZL;1997;0
New Zealand-1998;New Zealand;NZL;1998;0
New Zealand-1999;New Zealand;NZL;1999;0
New Zealand-2000;New Zealand;NZL;2000;0
New Zealand-2001;New Zealand;NZL;2001;0
New Zealand-2002;New Zealand;NZL;2002;0
New Zealand-2003;New Zealand;NZL;2003;0
New Zealand-2004;New Zealand;NZL;2004;0
New Zealand-2005;New Zealand;NZL;2005;0
New Zealand-2006;New Zealand;NZL;2006;0
New Zealand-2007;New Zealand;NZL;2007;0.004193225
New Zealand-2008;New Zealand;NZL;2008;0.004215476
New Zealand-2009;New Zealand;NZL;2009;0.004362673
New Zealand-2010;New Zealand;NZL;2010;0.004528845
New Zealand-2011;New Zealand;NZL;2011;0.0048179403
New Zealand-2012;New Zealand;NZL;2012;0.0055564092
New Zealand-2013;New Zealand;NZL;2013;0.0075963982
New Zealand-2014;New Zealand;NZL;2014;0.020223377
New Zealand-2015;New Zealand;NZL;2015;0.03908076
New Zealand-2016;New Zealand;NZL;2016;0.05939512
New Zealand-2017;New Zealand;NZL;2017;0.078837484
New Zealand-2018;New Zealand;NZL;2018;0.10318351
New Zealand-2019;New Zealand;NZL;2019;0.12747511
New Zealand-2020;New Zealand;NZL;2020;0.17590557
New Zealand-2021;New Zealand;NZL;2021;0.22934508
Non-OECD (BP)-1965;Non-OECD (BP);;1965;0
Non-OECD (BP)-1966;Non-OECD (BP);;1966;0
Non-OECD (BP)-1967;Non-OECD (BP);;1967;0
Non-OECD (BP)-1968;Non-OECD (BP);;1968;0
Non-OECD (BP)-1969;Non-OECD (BP);;1969;0
Non-OECD (BP)-1970;Non-OECD (BP);;1970;0
Non-OECD (BP)-1971;Non-OECD (BP);;1971;0
Non-OECD (BP)-1972;Non-OECD (BP);;1972;0
Non-OECD (BP)-1973;Non-OECD (BP);;1973;0
Non-OECD (BP)-1974;Non-OECD (BP);;1974;0
Non-OECD (BP)-1975;Non-OECD (BP);;1975;0
Non-OECD (BP)-1976;Non-OECD (BP);;1976;0
Non-OECD (BP)-1977;Non-OECD (BP);;1977;0
Non-OECD (BP)-1978;Non-OECD (BP);;1978;0
Non-OECD (BP)-1979;Non-OECD (BP);;1979;0
Non-OECD (BP)-1980;Non-OECD (BP);;1980;0
Non-OECD (BP)-1981;Non-OECD (BP);;1981;0
Non-OECD (BP)-1982;Non-OECD (BP);;1982;0
Non-OECD (BP)-1983;Non-OECD (BP);;1983;0
Non-OECD (BP)-1984;Non-OECD (BP);;1984;0
Non-OECD (BP)-1985;Non-OECD (BP);;1985;0
Non-OECD (BP)-1986;Non-OECD (BP);;1986;0
Non-OECD (BP)-1987;Non-OECD (BP);;1987;0
Non-OECD (BP)-1988;Non-OECD (BP);;1988;0
Non-OECD (BP)-1989;Non-OECD (BP);;1989;0
Non-OECD (BP)-1990;Non-OECD (BP);;1990;0.000014653423
Non-OECD (BP)-1991;Non-OECD (BP);;1991;0.000014571
Non-OECD (BP)-1992;Non-OECD (BP);;1992;0.000021774924
Non-OECD (BP)-1993;Non-OECD (BP);;1993;0.000029122133
Non-OECD (BP)-1994;Non-OECD (BP);;1994;0.00003611954
Non-OECD (BP)-1995;Non-OECD (BP);;1995;0.000056987694
Non-OECD (BP)-1996;Non-OECD (BP);;1996;0.000104824096
Non-OECD (BP)-1997;Non-OECD (BP);;1997;0.000117619355
Non-OECD (BP)-1998;Non-OECD (BP);;1998;0.00013702096
Non-OECD (BP)-1999;Non-OECD (BP);;1999;0.00015486052
Non-OECD (BP)-2000;Non-OECD (BP);;2000;0.0002880495
Non-OECD (BP)-2001;Non-OECD (BP);;2001;0.00040034734
Non-OECD (BP)-2002;Non-OECD (BP);;2002;0.0005196321
Non-OECD (BP)-2003;Non-OECD (BP);;2003;0.0006276603
Non-OECD (BP)-2004;Non-OECD (BP);;2004;0.00069174584
Non-OECD (BP)-2005;Non-OECD (BP);;2005;0.0007663124
Non-OECD (BP)-2006;Non-OECD (BP);;2006;0.00094970927
Non-OECD (BP)-2007;Non-OECD (BP);;2007;0.0012957988
Non-OECD (BP)-2008;Non-OECD (BP);;2008;0.0016170101
Non-OECD (BP)-2009;Non-OECD (BP);;2009;0.0024197693
Non-OECD (BP)-2010;Non-OECD (BP);;2010;0.004908687
Non-OECD (BP)-2011;Non-OECD (BP);;2011;0.016208572
Non-OECD (BP)-2012;Non-OECD (BP);;2012;0.030808462
Non-OECD (BP)-2013;Non-OECD (BP);;2013;0.0580345
Non-OECD (BP)-2014;Non-OECD (BP);;2014;0.11952646
Non-OECD (BP)-2015;Non-OECD (BP);;2015;0.18631971
Non-OECD (BP)-2016;Non-OECD (BP);;2016;0.29647362
Non-OECD (BP)-2017;Non-OECD (BP);;2017;0.4861259
Non-OECD (BP)-2018;Non-OECD (BP);;2018;0.7000513
Non-OECD (BP)-2019;Non-OECD (BP);;2019;0.89736533
Non-OECD (BP)-2020;Non-OECD (BP);;2020;1.1103151
Non-OECD (BP)-2021;Non-OECD (BP);;2021;1.3133175
North America-1971;North America;;1971;0
North America-1972;North America;;1972;0
North America-1973;North America;;1973;0
North America-1974;North America;;1974;0
North America-1975;North America;;1975;0
North America-1976;North America;;1976;0
North America-1977;North America;;1977;0
North America-1978;North America;;1978;0
North America-1979;North America;;1979;0
North America-1980;North America;;1980;0
North America-1981;North America;;1981;0
North America-1982;North America;;1982;0
North America-1983;North America;;1983;0.00003803728
North America-1984;North America;;1984;0.000063906155
North America-1985;North America;;1985;0.0001291295
North America-1986;North America;;1986;0.00016922424
North America-1987;North America;;1987;0.00012251866
North America-1988;North America;;1988;0.00010179847
North America-1989;North America;;1989;0.0027389815
North America-1990;North America;;1990;0.004022194
North America-1991;North America;;1991;0.005191394
North America-1992;North America;;1992;0.00440609
North America-1993;North America;;1993;0.005019768
North America-1994;North America;;1994;0.0051900456
North America-1995;North America;;1995;0.0052306475
North America-1996;North America;;1996;0.005352018
North America-1997;North America;;1997;0.0052354047
North America-1998;North America;;1998;0.005165676
North America-1999;North America;;1999;0.0050416337
North America-2000;North America;;2000;0.0049473597
North America-2001;North America;;2001;0.005588091
North America-2002;North America;;2002;0.0057307077
North America-2003;North America;;2003;0.0057565104
North America-2004;North America;;2004;0.0063048583
North America-2005;North America;;2005;0.0067382003
North America-2006;North America;;2006;0.007411614
North America-2007;North America;;2007;0.00958651
North America-2008;North America;;2008;0.014504607
North America-2009;North America;;2009;0.019846492
North America-2010;North America;;2010;0.028678935
North America-2011;North America;;2011;0.046291612
North America-2012;North America;;2012;0.08798141
North America-2013;North America;;2013;0.14985234
North America-2014;North America;;2014;0.26326907
North America-2015;North America;;2015;0.35499686
North America-2016;North America;;2016;0.49582753
North America-2017;North America;;2017;0.6792915
North America-2018;North America;;2018;0.80190367
North America-2019;North America;;2019;0.9528683
North America-2020;North America;;2020;1.2587831
North America-2021;North America;;2021;1.5013283
North America (BP)-1971;North America (BP);;1971;0
North America (BP)-1972;North America (BP);;1972;0
North America (BP)-1973;North America (BP);;1973;0
North America (BP)-1974;North America (BP);;1974;0
North America (BP)-1975;North America (BP);;1975;0
North America (BP)-1976;North America (BP);;1976;0
North America (BP)-1977;North America (BP);;1977;0
North America (BP)-1978;North America (BP);;1978;0
North America (BP)-1979;North America (BP);;1979;0
North America (BP)-1980;North America (BP);;1980;0
North America (BP)-1981;North America (BP);;1981;0
North America (BP)-1982;North America (BP);;1982;0
North America (BP)-1983;North America (BP);;1983;0.000038722737
North America (BP)-1984;North America (BP);;1984;0.000065053675
North America (BP)-1985;North America (BP);;1985;0.0001313302
North America (BP)-1986;North America (BP);;1986;0.00017206838
North America (BP)-1987;North America (BP);;1987;0.00012456239
North America (BP)-1988;North America (BP);;1988;0.00010346369
North America (BP)-1989;North America (BP);;1989;0.0027840787
North America (BP)-1990;North America (BP);;1990;0.004088807
North America (BP)-1991;North America (BP);;1991;0.005275466
North America (BP)-1992;North America (BP);;1992;0.004473843
North America (BP)-1993;North America (BP);;1993;0.005096075
North America (BP)-1994;North America (BP);;1994;0.005271014
North America (BP)-1995;North America (BP);;1995;0.0053120498
North America (BP)-1996;North America (BP);;1996;0.0054371073
North America (BP)-1997;North America (BP);;1997;0.005321783
North America (BP)-1998;North America (BP);;1998;0.0052532298
North America (BP)-1999;North America (BP);;1999;0.005124596
North America (BP)-2000;North America (BP);;2000;0.0050346972
North America (BP)-2001;North America (BP);;2001;0.00568594
North America (BP)-2002;North America (BP);;2002;0.005830178
North America (BP)-2003;North America (BP);;2003;0.0058553647
North America (BP)-2004;North America (BP);;2004;0.006408992
North America (BP)-2005;North America (BP);;2005;0.006808924
North America (BP)-2006;North America (BP);;2006;0.0075091906
North America (BP)-2007;North America (BP);;2007;0.0097055845
North America (BP)-2008;North America (BP);;2008;0.014690259
North America (BP)-2009;North America (BP);;2009;0.020055134
North America (BP)-2010;North America (BP);;2010;0.028849777
North America (BP)-2011;North America (BP);;2011;0.046485938
North America (BP)-2012;North America (BP);;2012;0.08803473
North America (BP)-2013;North America (BP);;2013;0.15080288
North America (BP)-2014;North America (BP);;2014;0.26584765
North America (BP)-2015;North America (BP);;2015;0.35861695
North America (BP)-2016;North America (BP);;2016;0.5013512
North America (BP)-2017;North America (BP);;2017;0.6872021
North America (BP)-2018;North America (BP);;2018;0.8110482
North America (BP)-2019;North America (BP);;2019;0.96143323
North America (BP)-2020;North America (BP);;2020;1.2669075
North America (BP)-2021;North America (BP);;2021;1.5114421
North Macedonia-1990;North Macedonia;MKD;1990;0
North Macedonia-1991;North Macedonia;MKD;1991;0
North Macedonia-1992;North Macedonia;MKD;1992;0
North Macedonia-1993;North Macedonia;MKD;1993;0
North Macedonia-1994;North Macedonia;MKD;1994;0
North Macedonia-1995;North Macedonia;MKD;1995;0
North Macedonia-1996;North Macedonia;MKD;1996;0
North Macedonia-1997;North Macedonia;MKD;1997;0
North Macedonia-1998;North Macedonia;MKD;1998;0
North Macedonia-1999;North Macedonia;MKD;1999;0
North Macedonia-2000;North Macedonia;MKD;2000;0
North Macedonia-2001;North Macedonia;MKD;2001;0
North Macedonia-2002;North Macedonia;MKD;2002;0
North Macedonia-2003;North Macedonia;MKD;2003;0
North Macedonia-2004;North Macedonia;MKD;2004;0
North Macedonia-2005;North Macedonia;MKD;2005;0
North Macedonia-2006;North Macedonia;MKD;2006;0
North Macedonia-2007;North Macedonia;MKD;2007;0
North Macedonia-2008;North Macedonia;MKD;2008;0
North Macedonia-2009;North Macedonia;MKD;2009;0
North Macedonia-2010;North Macedonia;MKD;2010;0.00021310338
North Macedonia-2011;North Macedonia;MKD;2011;0.009531062
North Macedonia-2012;North Macedonia;MKD;2012;0.024793416
North Macedonia-2013;North Macedonia;MKD;2013;0.081886135
North Macedonia-2014;North Macedonia;MKD;2014;0.13932818
North Macedonia-2015;North Macedonia;MKD;2015;0.20642674
North Macedonia-2016;North Macedonia;MKD;2016;0.20740859
North Macedonia-2017;North Macedonia;MKD;2017;0.21474747
North Macedonia-2018;North Macedonia;MKD;2018;0.20505467
North Macedonia-2019;North Macedonia;MKD;2019;0.19714957
North Macedonia-2020;North Macedonia;MKD;2020;0.22855228
North Macedonia-2021;North Macedonia;MKD;2021;0.22779095
Norway-1965;Norway;NOR;1965;0
Norway-1966;Norway;NOR;1966;0
Norway-1967;Norway;NOR;1967;0
Norway-1968;Norway;NOR;1968;0
Norway-1969;Norway;NOR;1969;0
Norway-1970;Norway;NOR;1970;0
Norway-1971;Norway;NOR;1971;0
Norway-1972;Norway;NOR;1972;0
Norway-1973;Norway;NOR;1973;0
Norway-1974;Norway;NOR;1974;0
