id;Entity;Code;Year;Hydro
Europe (BP)-2009;Europe (BP);;2009;6.871067
Europe (BP)-2010;Europe (BP);;2010;7.252305
Europe (BP)-2011;Europe (BP);;2011;6.46453
Europe (BP)-2012;Europe (BP);;2012;7.077115
Europe (BP)-2013;Europe (BP);;2013;7.509605
Europe (BP)-2014;Europe (BP);;2014;7.5508723
Europe (BP)-2015;Europe (BP);;2015;7.345131
Europe (BP)-2016;Europe (BP);;2016;7.3755636
Europe (BP)-2017;Europe (BP);;2017;6.5301433
Europe (BP)-2018;Europe (BP);;2018;7.152042
Europe (BP)-2019;Europe (BP);;2019;7.035369
Europe (BP)-2020;Europe (BP);;2020;7.880783
Europe (BP)-2021;Europe (BP);;2021;7.428291
European Union (27)-1965;European Union (27);;1965;6.651123
European Union (27)-1966;European Union (27);;1966;6.9965305
European Union (27)-1967;European Union (27);;1967;6.5187945
European Union (27)-1968;European Union (27);;1968;6.2053165
European Union (27)-1969;European Union (27);;1969;5.6261706
European Union (27)-1970;European Union (27);;1970;5.530206
European Union (27)-1971;European Union (27);;1971;5.325361
European Union (27)-1972;European Union (27);;1972;5.302322
European Union (27)-1973;European Union (27);;1973;4.9896903
European Union (27)-1974;European Union (27);;1974;5.4424105
European Union (27)-1975;European Union (27);;1975;5.510093
European Union (27)-1976;European Union (27);;1976;4.5241857
European Union (27)-1977;European Union (27);;1977;5.9306793
European Union (27)-1978;European Union (27);;1978;5.547245
European Union (27)-1979;European Union (27);;1979;5.610862
European Union (27)-1980;European Union (27);;1980;5.4124823
European Union (27)-1981;European Union (27);;1981;5.499788
European Union (27)-1982;European Union (27);;1982;5.537961
European Union (27)-1983;European Union (27);;1983;5.623281
European Union (27)-1984;European Union (27);;1984;5.534803
European Union (27)-1985;European Union (27);;1985;5.375528
European Union (27)-1986;European Union (27);;1986;5.0060673
European Union (27)-1987;European Union (27);;1987;5.3849106
European Union (27)-1988;European Union (27);;1988;5.6374755
European Union (27)-1989;European Union (27);;1989;4.5927863
European Union (27)-1990;European Union (27);;1990;4.8152823
European Union (27)-1991;European Union (27);;1991;5.0684085
European Union (27)-1992;European Union (27);;1992;5.3783293
European Union (27)-1993;European Union (27);;1993;5.557762
European Union (27)-1994;European Union (27);;1994;5.7437263
European Union (27)-1995;European Union (27);;1995;5.5881124
European Union (27)-1996;European Union (27);;1996;5.3965344
European Union (27)-1997;European Union (27);;1997;5.5718875
European Union (27)-1998;European Union (27);;1998;5.6962
European Union (27)-1999;European Union (27);;1999;5.6868243
European Union (27)-2000;European Union (27);;2000;5.852623
European Union (27)-2001;European Union (27);;2001;6.011969
European Union (27)-2002;European Union (27);;2002;5.0636406
European Union (27)-2003;European Union (27);;2003;4.7822175
European Union (27)-2004;European Union (27);;2004;4.976926
European Union (27)-2005;European Union (27);;2005;4.6657305
European Union (27)-2006;European Union (27);;2006;4.655364
European Union (27)-2007;European Union (27);;2007;4.653273
European Union (27)-2008;European Union (27);;2008;4.9158363
European Union (27)-2009;European Union (27);;2009;5.2381797
European Union (27)-2010;European Union (27);;2010;5.661576
European Union (27)-2011;European Union (27);;2011;4.7757764
European Union (27)-2012;European Union (27);;2012;5.166694
European Union (27)-2013;European Union (27);;2013;5.7393985
European Union (27)-2014;European Union (27);;2014;5.9487057
European Union (27)-2015;European Union (27);;2015;5.2817073
European Union (27)-2016;European Union (27);;2016;5.332687
European Union (27)-2017;European Union (27);;2017;4.461823
European Union (27)-2018;European Union (27);;2018;5.19775
European Union (27)-2019;European Union (27);;2019;4.882855
European Union (27)-2020;European Union (27);;2020;5.686725
European Union (27)-2021;European Union (27);;2021;5.396225
Finland-1965;Finland;FIN;1965;23.966585
Finland-1966;Finland;FIN;1966;23.36688
Finland-1967;Finland;FIN;1967;24.873165
Finland-1968;Finland;FIN;1968;20.672768
Finland-1969;Finland;FIN;1969;15.680414
Finland-1970;Finland;FIN;1970;15.499043
Finland-1971;Finland;FIN;1971;16.927217
Finland-1972;Finland;FIN;1972;15.603095
Finland-1973;Finland;FIN;1973;14.4314785
Finland-1974;Finland;FIN;1974;18.064272
Finland-1975;Finland;FIN;1975;17.08967
Finland-1976;Finland;FIN;1976;12.514572
Finland-1977;Finland;FIN;1977;15.202662
Finland-1978;Finland;FIN;1978;11.782436
Finland-1979;Finland;FIN;1979;12.091409
Finland-1980;Finland;FIN;1980;11.415307
Finland-1981;Finland;FIN;1981;15.109192
Finland-1982;Finland;FIN;1982;14.6664095
Finland-1983;Finland;FIN;1983;15.364748
Finland-1984;Finland;FIN;1984;14.383723
Finland-1985;Finland;FIN;1985;12.764183
Finland-1986;Finland;FIN;1986;12.675924
Finland-1987;Finland;FIN;1987;13.406022
Finland-1988;Finland;FIN;1988;13.070466
Finland-1989;Finland;FIN;1989;12.690624
Finland-1990;Finland;FIN;1990;9.946513
Finland-1991;Finland;FIN;1991;11.812587
Finland-1992;Finland;FIN;1992;13.566476
Finland-1993;Finland;FIN;1993;11.996453
Finland-1994;Finland;FIN;1994;9.990633
Finland-1995;Finland;FIN;1995;11.493516
Finland-1996;Finland;FIN;1996;10.04825
Finland-1997;Finland;FIN;1997;10.008086
Finland-1998;Finland;FIN;1998;12.107919
Finland-1999;Finland;FIN;1999;10.481546
Finland-2000;Finland;FIN;2000;12.010572
Finland-2001;Finland;FIN;2001;10.520653
Finland-2002;Finland;FIN;2002;8.48593
Finland-2003;Finland;FIN;2003;7.0081925
Finland-2004;Finland;FIN;2004;10.994099
Finland-2005;Finland;FIN;2005;10.863037
Finland-2006;Finland;FIN;2006;8.4712515
Finland-2007;Finland;FIN;2007;10.441778
Finland-2008;Finland;FIN;2008;13.005693
Finland-2009;Finland;FIN;2009;10.368609
Finland-2010;Finland;FIN;2010;9.608743
Finland-2011;Finland;FIN;2011;9.767817
Finland-2012;Finland;FIN;2012;13.5488615
Finland-2013;Finland;FIN;2013;10.195925
Finland-2014;Finland;FIN;2014;10.970295
Finland-2015;Finland;FIN;2015;13.701389
Finland-2016;Finland;FIN;2016;12.6396675
Finland-2017;Finland;FIN;2017;11.980607
Finland-2018;Finland;FIN;2018;10.503395
Finland-2019;Finland;FIN;2019;9.961048
Finland-2020;Finland;FIN;2020;13.252526
Finland-2021;Finland;FIN;2021;12.769421
France-1965;France;FRA;1965;10.584984
France-1966;France;FRA;1966;11.509577
France-1967;France;FRA;1967;9.401877
France-1968;France;FRA;1968;9.896674
France-1969;France;FRA;1969;9.429019
France-1970;France;FRA;1970;9.294863
France-1971;France;FRA;1971;7.7058578
France-1972;France;FRA;1972;7.20497
France-1973;France;FRA;1973;6.481657
France-1974;France;FRA;1974;7.780643
France-1975;France;FRA;1975;8.828549
France-1976;France;FRA;1976;6.70113
France-1977;France;FRA;1977;10.39305
France-1978;France;FRA;1978;8.909949
France-1979;France;FRA;1979;8.408854
France-1980;France;FRA;1980;8.910869
France-1981;France;FRA;1981;9.343281
France-1982;France;FRA;1982;9.483593
France-1983;France;FRA;1983;9.104992
France-1984;France;FRA;1984;8.332356
France-1985;France;FRA;1985;7.668782
France-1986;France;FRA;1986;7.549715
France-1987;France;FRA;1987;8.362334
France-1988;France;FRA;1988;8.952092
France-1989;France;FRA;1989;5.3717656
France-1990;France;FRA;1990;5.992851
France-1991;France;FRA;1991;6.0289803
France-1992;France;FRA;1992;7.157376
France-1993;France;FRA;1993;6.734607
France-1994;France;FRA;1994;8.27928
France-1995;France;FRA;1995;7.504825
France-1996;France;FRA;1996;6.5358534
France-1997;France;FRA;1997;6.3971257
France-1998;France;FRA;1998;6.089973
France-1999;France;FRA;1999;6.9885454
France-2000;France;FRA;2000;6.3152604
France-2001;France;FRA;2001;6.93655
France-2002;France;FRA;2002;5.6627903
France-2003;France;FRA;2003;5.435075
France-2004;France;FRA;2004;5.4121256
France-2005;France;FRA;2005;4.676072
France-2006;France;FRA;2006;5.123061
France-2007;France;FRA;2007;5.30155
France-2008;France;FRA;2008;5.803908
France-2009;France;FRA;2009;5.4697347
France-2010;France;FRA;2010;5.8066397
France-2011;France;FRA;2011;4.288427
France-2012;France;FRA;2012;5.5905185
France-2013;France;FRA;2013;6.6261725
France-2014;France;FRA;2014;6.0971355
France-2015;France;FRA;2015;5.2318974
France-2016;France;FRA;2016;5.8102303
France-2017;France;FRA;2017;4.75486
France-2018;France;FRA;2018;6.058622
France-2019;France;FRA;2019;5.405574
France-2020;France;FRA;2020;6.5299044
France-2021;France;FRA;2021;5.8052735
Germany-1965;Germany;DEU;1965;1.614503
Germany-1966;Germany;DEU;1966;1.7416129
Germany-1967;Germany;DEU;1967;1.6582538
Germany-1968;Germany;DEU;1968;1.5761398
Germany-1969;Germany;DEU;1969;1.1857672
Germany-1970;Germany;DEU;1970;1.4357978
Germany-1971;Germany;DEU;1971;1.0919782
Germany-1972;Germany;DEU;1972;1.0357395
Germany-1973;Germany;DEU;1973;1.1294044
Germany-1974;Germany;DEU;1974;1.3311741
Germany-1975;Germany;DEU;1975;1.3399583
Germany-1976;Germany;DEU;1976;1.0193156
Germany-1977;Germany;DEU;1977;1.2974242
Germany-1978;Germany;DEU;1978;1.3076738
Germany-1979;Germany;DEU;1979;1.2402805
Germany-1980;Germany;DEU;1980;1.3301288
Germany-1981;Germany;DEU;1981;1.4337504
Germany-1982;Germany;DEU;1982;1.4729381
Germany-1983;Germany;DEU;1983;1.3769088
Germany-1984;Germany;DEU;1984;1.3113233
Germany-1985;Germany;DEU;1985;1.1992912
Germany-1986;Germany;DEU;1986;1.2907481
Germany-1987;Germany;DEU;1987;1.4018048
Germany-1988;Germany;DEU;1988;1.3789544
Germany-1989;Germany;DEU;1989;1.2662935
Germany-1990;Germany;DEU;1990;1.222604
Germany-1991;Germany;DEU;1991;1.1457437
Germany-1992;Germany;DEU;1992;1.374379
Germany-1993;Germany;DEU;1993;1.4045883
Germany-1994;Germany;DEU;1994;1.5102125
Germany-1995;Germany;DEU;1995;1.6036263
Germany-1996;Germany;DEU;1996;1.3552536
Germany-1997;Germany;DEU;1997;1.3826368
Germany-1998;Germany;DEU;1998;1.3978573
Germany-1999;Germany;DEU;1999;1.5432659
Germany-2000;Germany;DEU;2000;1.8461816
Germany-2001;Germany;DEU;2001;1.6775793
Germany-2002;Germany;DEU;2002;1.7243558
Germany-2003;Germany;DEU;2003;1.3248755
Germany-2004;Germany;DEU;2004;1.4908614
Germany-2005;Germany;DEU;2005;1.41905
Germany-2006;Germany;DEU;2006;1.4030259
Germany-2007;Germany;DEU;2007;1.5374829
Germany-2008;Germany;DEU;2008;1.459999
Germany-2009;Germany;DEU;2009;1.4394774
Germany-2010;Germany;DEU;2010;1.5116826
Germany-2011;Germany;DEU;2011;1.3137597
Germany-2012;Germany;DEU;2012;1.5856501
Germany-2013;Germany;DEU;2013;1.6202364
Germany-2014;Germany;DEU;2014;1.4310244
Germany-2015;Germany;DEU;2015;1.3525369
Germany-2016;Germany;DEU;2016;1.4321636
Germany-2017;Germany;DEU;2017;1.3784059
Germany-2018;Germany;DEU;2018;1.2341868
Germany-2019;Germany;DEU;2019;1.407511
Germany-2020;Germany;DEU;2020;1.4019129
Germany-2021;Germany;DEU;2021;1.423246
Greece-1965;Greece;GRC;1965;2.9926248
Greece-1966;Greece;GRC;1966;5.9037366
Greece-1967;Greece;GRC;1967;5.1454077
Greece-1968;Greece;GRC;1968;4.0803204
Greece-1969;Greece;GRC;1969;5.802621
Greece-1970;Greece;GRC;1970;6.6985598
Greece-1971;Greece;GRC;1971;5.6566277
Greece-1972;Greece;GRC;1972;5.0900455
Greece-1973;Greece;GRC;1973;3.6736455
Greece-1974;Greece;GRC;1974;3.9671507
Greece-1975;Greece;GRC;1975;3.004863
Greece-1976;Greece;GRC;1976;2.5362146
Greece-1977;Greece;GRC;1977;2.501576
Greece-1978;Greece;GRC;1978;3.8218632
Greece-1979;Greece;GRC;1979;5.1934614
Greece-1980;Greece;GRC;1980;5.006544
Greece-1981;Greece;GRC;1981;5.126492
Greece-1982;Greece;GRC;1982;5.2865105
Greece-1983;Greece;GRC;1983;3.454517
Greece-1984;Greece;GRC;1984;4.0465713
Greece-1985;Greece;GRC;1985;3.7546213
Greece-1986;Greece;GRC;1986;4.3210115
Greece-1987;Greece;GRC;1987;3.3957455
Greece-1988;Greece;GRC;1988;2.7371757
Greece-1989;Greece;GRC;1989;2.0277495
Greece-1990;Greece;GRC;1990;1.820636
Greece-1991;Greece;GRC;1991;3.1438305
Greece-1992;Greece;GRC;1992;2.1961708
Greece-1993;Greece;GRC;1993;2.2453103
Greece-1994;Greece;GRC;1994;2.5144384
Greece-1995;Greece;GRC;1995;3.2940059
Greece-1996;Greece;GRC;1996;3.9584968
Greece-1997;Greece;GRC;1997;3.4363554
Greece-1998;Greece;GRC;1998;3.0979972
Greece-1999;Greece;GRC;1999;3.828111
Greece-2000;Greece;GRC;2000;2.9272485
Greece-2001;Greece;GRC;2001;1.638332
Greece-2002;Greece;GRC;2002;2.1714604
Greece-2003;Greece;GRC;2003;3.4701064
Greece-2004;Greece;GRC;2004;3.380731
Greece-2005;Greece;GRC;2005;3.5949855
Greece-2006;Greece;GRC;2006;4.0574136
Greece-2007;Greece;GRC;2007;1.747085
Greece-2008;Greece;GRC;2008;2.2862642
Greece-2009;Greece;GRC;2009;3.821972
Greece-2010;Greece;GRC;2010;5.5325675
Greece-2011;Greece;GRC;2011;3.0217838
Greece-2012;Greece;GRC;2012;3.5030727
Greece-2013;Greece;GRC;2013;5.3355875
Greece-2014;Greece;GRC;2014;3.979024
Greece-2015;Greece;GRC;2015;5.326383
Greece-2016;Greece;GRC;2016;4.9049153
Greece-2017;Greece;GRC;2017;4.006211
Greece-2018;Greece;GRC;2018;4.76642
Greece-2019;Greece;GRC;2019;3.370822
Greece-2020;Greece;GRC;2020;3.1329842
Greece-2021;Greece;GRC;2021;5.2092843
High-income countries-1965;High-income countries;;1965;6.822883
High-income countries-1966;High-income countries;;1966;6.87003
High-income countries-1967;High-income countries;;1967;6.769604
High-income countries-1968;High-income countries;;1968;6.5169477
High-income countries-1969;High-income countries;;1969;6.3929873
High-income countries-1970;High-income countries;;1970;6.220049
High-income countries-1971;High-income countries;;1971;6.3192754
High-income countries-1972;High-income countries;;1972;6.269569
High-income countries-1973;High-income countries;;1973;5.94046
High-income countries-1974;High-income countries;;1974;6.6157646
High-income countries-1975;High-income countries;;1975;6.772967
High-income countries-1976;High-income countries;;1976;6.1519575
High-income countries-1977;High-income countries;;1977;6.0365157
High-income countries-1978;High-income countries;;1978;6.2959657
High-income countries-1979;High-income countries;;1979;6.3625326
High-income countries-1980;High-income countries;;1980;6.488901
High-income countries-1981;High-income countries;;1981;6.6889977
High-income countries-1982;High-income countries;;1982;7.073666
High-income countries-1983;High-income countries;;1983;7.393924
High-income countries-1984;High-income countries;;1984;7.0254445
High-income countries-1985;High-income countries;;1985;6.840902
High-income countries-1986;High-income countries;;1986;6.723582
High-income countries-1987;High-income countries;;1987;6.5081964
High-income countries-1988;High-income countries;;1988;6.281753
High-income countries-1989;High-income countries;;1989;6.019304
High-income countries-1990;High-income countries;;1990;6.177611
High-income countries-1991;High-income countries;;1991;6.203718
High-income countries-1992;High-income countries;;1992;6.0611663
High-income countries-1993;High-income countries;;1993;6.281022
High-income countries-1994;High-income countries;;1994;5.9784675
High-income countries-1995;High-income countries;;1995;6.186968
High-income countries-1996;High-income countries;;1996;6.117345
High-income countries-1997;High-income countries;;1997;6.199481
High-income countries-1998;High-income countries;;1998;6.019334
High-income countries-1999;High-income countries;;1999;5.9653764
High-income countries-2000;High-income countries;;2000;5.8887806
High-income countries-2001;High-income countries;;2001;5.458732
High-income countries-2002;High-income countries;;2002;5.4178433
High-income countries-2003;High-income countries;;2003;5.2255855
High-income countries-2004;High-income countries;;2004;5.1458497
High-income countries-2005;High-income countries;;2005;5.1430097
High-income countries-2006;High-income countries;;2006;5.146567
High-income countries-2007;High-income countries;;2007;4.958554
High-income countries-2008;High-income countries;;2008;5.140561
High-income countries-2009;High-income countries;;2009;5.342022
High-income countries-2010;High-income countries;;2010;5.149876
High-income countries-2011;High-income countries;;2011;5.267457
High-income countries-2012;High-income countries;;2012;5.2945495
High-income countries-2013;High-income countries;;2013;5.3046904
High-income countries-2014;High-income countries;;2014;5.239438
High-income countries-2015;High-income countries;;2015;5.034197
High-income countries-2016;High-income countries;;2016;5.089785
High-income countries-2017;High-income countries;;2017;4.990214
High-income countries-2018;High-income countries;;2018;5.016103
High-income countries-2019;High-income countries;;2019;4.852328
High-income countries-2020;High-income countries;;2020;5.370978
High-income countries-2021;High-income countries;;2021;4.9955883
Hong Kong-1965;Hong Kong;HKG;1965;0
Hong Kong-1966;Hong Kong;HKG;1966;0
Hong Kong-1967;Hong Kong;HKG;1967;0
Hong Kong-1968;Hong Kong;HKG;1968;0
Hong Kong-1969;Hong Kong;HKG;1969;0
Hong Kong-1970;Hong Kong;HKG;1970;0
Hong Kong-1971;Hong Kong;HKG;1971;0
Hong Kong-1972;Hong Kong;HKG;1972;0
Hong Kong-1973;Hong Kong;HKG;1973;0
Hong Kong-1974;Hong Kong;HKG;1974;0
Hong Kong-1975;Hong Kong;HKG;1975;0
Hong Kong-1976;Hong Kong;HKG;1976;0
Hong Kong-1977;Hong Kong;HKG;1977;0
Hong Kong-1978;Hong Kong;HKG;1978;0
Hong Kong-1979;Hong Kong;HKG;1979;0
Hong Kong-1980;Hong Kong;HKG;1980;0
Hong Kong-1981;Hong Kong;HKG;1981;0
Hong Kong-1982;Hong Kong;HKG;1982;0
Hong Kong-1983;Hong Kong;HKG;1983;0
Hong Kong-1984;Hong Kong;HKG;1984;0
Hong Kong-1985;Hong Kong;HKG;1985;0
Hong Kong-1986;Hong Kong;HKG;1986;0
Hong Kong-1987;Hong Kong;HKG;1987;0
Hong Kong-1988;Hong Kong;HKG;1988;0
Hong Kong-1989;Hong Kong;HKG;1989;0
Hong Kong-1990;Hong Kong;HKG;1990;0
Hong Kong-1991;Hong Kong;HKG;1991;0
Hong Kong-1992;Hong Kong;HKG;1992;0
Hong Kong-1993;Hong Kong;HKG;1993;0
Hong Kong-1994;Hong Kong;HKG;1994;0
Hong Kong-1995;Hong Kong;HKG;1995;0
Hong Kong-1996;Hong Kong;HKG;1996;0
Hong Kong-1997;Hong Kong;HKG;1997;0
Hong Kong-1998;Hong Kong;HKG;1998;0
Hong Kong-1999;Hong Kong;HKG;1999;0
Hong Kong-2000;Hong Kong;HKG;2000;0
Hong Kong-2001;Hong Kong;HKG;2001;0
Hong Kong-2002;Hong Kong;HKG;2002;0
Hong Kong-2003;Hong Kong;HKG;2003;0
Hong Kong-2004;Hong Kong;HKG;2004;0
Hong Kong-2005;Hong Kong;HKG;2005;0
Hong Kong-2006;Hong Kong;HKG;2006;0
Hong Kong-2007;Hong Kong;HKG;2007;0
Hong Kong-2008;Hong Kong;HKG;2008;0
Hong Kong-2009;Hong Kong;HKG;2009;0
Hong Kong-2010;Hong Kong;HKG;2010;0
Hong Kong-2011;Hong Kong;HKG;2011;0
Hong Kong-2012;Hong Kong;HKG;2012;0
Hong Kong-2013;Hong Kong;HKG;2013;0
Hong Kong-2014;Hong Kong;HKG;2014;0
Hong Kong-2015;Hong Kong;HKG;2015;0
Hong Kong-2016;Hong Kong;HKG;2016;0
Hong Kong-2017;Hong Kong;HKG;2017;0
Hong Kong-2018;Hong Kong;HKG;2018;0
Hong Kong-2019;Hong Kong;HKG;2019;0
Hong Kong-2020;Hong Kong;HKG;2020;0
Hong Kong-2021;Hong Kong;HKG;2021;0
Hungary-1965;Hungary;HUN;1965;0.11989386
Hungary-1966;Hungary;HUN;1966;0.15773733
Hungary-1967;Hungary;HUN;1967;0.13554126
Hungary-1968;Hungary;HUN;1968;0.14179073
Hungary-1969;Hungary;HUN;1969;0.14133148
Hungary-1970;Hungary;HUN;1970;0.12151648
Hungary-1971;Hungary;HUN;1971;0.128392
Hungary-1972;Hungary;HUN;1972;0.14248806
Hungary-1973;Hungary;HUN;1973;0.120818384
Hungary-1974;Hungary;HUN;1974;0.09401585
Hungary-1975;Hungary;HUN;1975;0.17870052
Hungary-1976;Hungary;HUN;1976;0.1693199
Hungary-1977;Hungary;HUN;1977;0.14541946
Hungary-1978;Hungary;HUN;1978;0.12593117
Hungary-1979;Hungary;HUN;1979;0.13454616
Hungary-1980;Hungary;HUN;1980;0.10290331
Hungary-1981;Hungary;HUN;1981;0.15593338
Hungary-1982;Hungary;HUN;1982;0.14692831
Hungary-1983;Hungary;HUN;1983;0.1457432
Hungary-1984;Hungary;HUN;1984;0.16569237
Hungary-1985;Hungary;HUN;1985;0.13748026
Hungary-1986;Hungary;HUN;1986;0.13723414
Hungary-1987;Hungary;HUN;1987;0.14415859
Hungary-1988;Hungary;HUN;1988;0.14756292
Hungary-1989;Hungary;HUN;1989;0.14161773
Hungary-1990;Hungary;HUN;1990;0.16287671
Hungary-1991;Hungary;HUN;1991;0.19009174
Hungary-1992;Hungary;HUN;1992;0.16137311
Hungary-1993;Hungary;HUN;1993;0.17454694
Hungary-1994;Hungary;HUN;1994;0.16789748
Hungary-1995;Hungary;HUN;1995;0.16807692
Hungary-1996;Hungary;HUN;1996;0.2094838
Hungary-1997;Hungary;HUN;1997;0.22401512
Hungary-1998;Hungary;HUN;1998;0.15836203
Hungary-1999;Hungary;HUN;1999;0.18542291
Hungary-2000;Hungary;HUN;2000;0.1878388
Hungary-2001;Hungary;HUN;2001;0.190388
Hungary-2002;Hungary;HUN;2002;0.19945915
Hungary-2003;Hungary;HUN;2003;0.17438242
Hungary-2004;Hungary;HUN;2004;0.20446754
Hungary-2005;Hungary;HUN;2005;0.1873205
Hungary-2006;Hungary;HUN;2006;0.17400205
Hungary-2007;Hungary;HUN;2007;0.19782889
Hungary-2008;Hungary;HUN;2008;0.20224026
Hungary-2009;Hungary;HUN;2009;0.23358423
Hungary-2010;Hungary;HUN;2010;0.1879174
Hungary-2011;Hungary;HUN;2011;0.22744119
Hungary-2012;Hungary;HUN;2012;0.23252289
Hungary-2013;Hungary;HUN;2013;0.24382737
Hungary-2014;Hungary;HUN;2014;0.34215328
Hungary-2015;Hungary;HUN;2015;0.2509705
Hungary-2016;Hungary;HUN;2016;0.27131152
Hungary-2017;Hungary;HUN;2017;0.21732947
Hungary-2018;Hungary;HUN;2018;0.21643312
Hungary-2019;Hungary;HUN;2019;0.20992695
Hungary-2020;Hungary;HUN;2020;0.23681465
Hungary-2021;Hungary;HUN;2021;0.19291607
Iceland-1965;Iceland;ISL;1965;24.983986
Iceland-1966;Iceland;ISL;1966;23.200014
Iceland-1967;Iceland;ISL;1967;24.937162
Iceland-1968;Iceland;ISL;1968;24.370615
Iceland-1969;Iceland;ISL;1969;30.560637
Iceland-1970;Iceland;ISL;1970;41.34974
Iceland-1971;Iceland;ISL;1971;41.39679
Iceland-1972;Iceland;ISL;1972;42.091858
Iceland-1973;Iceland;ISL;1973;44.592224
Iceland-1974;Iceland;ISL;1974;47.33161
Iceland-1975;Iceland;ISL;1975;48.17819
Iceland-1976;Iceland;ISL;1976;49.634457
Iceland-1977;Iceland;ISL;1977;50.29978
Iceland-1978;Iceland;ISL;1978;49.81358
Iceland-1979;Iceland;ISL;1979;51.675217
Iceland-1980;Iceland;ISL;1980;55.17959
Iceland-1981;Iceland;ISL;1981;54.677856
Iceland-1982;Iceland;ISL;1982;58.83618
Iceland-1983;Iceland;ISL;1983;59.993256
Iceland-1984;Iceland;ISL;1984;59.405373
Iceland-1985;Iceland;ISL;1985;58.832664
Iceland-1986;Iceland;ISL;1986;59.01557
Iceland-1987;Iceland;ISL;1987;58.28678
Iceland-1988;Iceland;ISL;1988;58.781876
Iceland-1989;Iceland;ISL;1989;57.46988
Iceland-1990;Iceland;ISL;1990;56.632233
Iceland-1991;Iceland;ISL;1991;57.969753
Iceland-1992;Iceland;ISL;1992;58.0271
Iceland-1993;Iceland;ISL;1993;57.89286
Iceland-1994;Iceland;ISL;1994;57.872993
Iceland-1995;Iceland;ISL;1995;58.154625
Iceland-1996;Iceland;ISL;1996;55.95253
Iceland-1997;Iceland;ISL;1997;58.251125
Iceland-1998;Iceland;ISL;1998;58.12097
Iceland-1999;Iceland;ISL;1999;57.078148
Iceland-2000;Iceland;ISL;2000;56.51081
Iceland-2001;Iceland;ISL;2001;57.467228
Iceland-2002;Iceland;ISL;2002;58.27978
Iceland-2003;Iceland;ISL;2003;58.54016
Iceland-2004;Iceland;ISL;2004;57.437603
Iceland-2005;Iceland;ISL;2005;55.947964
Iceland-2006;Iceland;ISL;2006;52.663685
Iceland-2007;Iceland;ISL;2007;52.718933
Iceland-2008;Iceland;ISL;2008;61.86242
Iceland-2009;Iceland;ISL;2009;60.851116
Iceland-2010;Iceland;ISL;2010;61.98401
Iceland-2011;Iceland;ISL;2011;61.19831
Iceland-2012;Iceland;ISL;2012;59.45006
Iceland-2013;Iceland;ISL;2013;59.704693
Iceland-2014;Iceland;ISL;2014;59.482212
Iceland-2015;Iceland;ISL;2015;60.632008
Iceland-2016;Iceland;ISL;2016;58.687557
Iceland-2017;Iceland;ISL;2017;58.236427
Iceland-2018;Iceland;ISL;2018;54.988987
Iceland-2019;Iceland;ISL;2019;56.032055
Iceland-2020;Iceland;ISL;2020;60.50321
Iceland-2021;Iceland;ISL;2021;61.955643
India-1965;India;IND;1965;9.149455
India-1966;India;IND;1966;9.270712
India-1967;India;IND;1967;10.058605
India-1968;India;IND;1968;10.8575325
India-1969;India;IND;1969;10.873967
India-1970;India;IND;1970;11.78412
India-1971;India;IND;1971;12.426771
India-1972;India;IND;1972;11.463117
India-1973;India;IND;1973;11.957463
India-1974;India;IND;1974;10.860853
India-1975;India;IND;1975;12.067704
India-1976;India;IND;1976;12.036798
India-1977;India;IND;1977;12.415875
India-1978;India;IND;1978;14.818278
India-1979;India;IND;1979;13.540278
India-1980;India;IND;1980;13.453117
India-1981;India;IND;1981;12.948172
India-1982;India;IND;1982;11.035112
India-1983;India;IND;1983;10.110921
India-1984;India;IND;1984;10.576085
India-1985;India;IND;1985;9.670784
India-1986;India;IND;1986;9.167619
India-1987;India;IND;1987;8.030696
India-1988;India;IND;1988;8.2299185
India-1989;India;IND;1989;8.742304
India-1990;India;IND;1990;8.533721
India-1991;India;IND;1991;9.003611
India-1992;India;IND;1992;8.115446
India-1993;India;IND;1993;7.994472
India-1994;India;IND;1994;8.602682
India-1995;India;IND;1995;7.5763845
India-1996;India;IND;1996;6.626439
India-1997;India;IND;1997;6.38415
India-1998;India;IND;1998;7.1691933
India-1999;India;IND;1999;6.8519936
India-2000;India;IND;2000;6.1059093
India-2001;India;IND;2001;5.6516166
India-2002;India;IND;2002;5.175481
India-2003;India;IND;2003;5.0190716
India-2004;India;IND;2004;6.6703267
India-2005;India;IND;2005;6.0594563
India-2006;India;IND;2006;6.6074295
India-2007;India;IND;2007;6.587422
India-2008;India;IND;2008;5.809536
India-2009;India;IND;2009;4.9468575
India-2010;India;IND;2010;4.814256
India-2011;India;IND;2011;5.462988
India-2012;India;IND;2012;4.504078
India-2013;India;IND;2013;4.9313393
India-2014;India;IND;2014;4.827763
India-2015;India;IND;2015;4.469703
India-2016;India;IND;2016;4.1017704
India-2017;India;IND;2017;4.154272
India-2018;India;IND;2018;3.9928124
India-2019;India;IND;2019;4.503677
India-2020;India;IND;2020;4.808334
India-2021;India;IND;2021;4.2628875
Indonesia-1965;Indonesia;IDN;1965;6.385928
Indonesia-1966;Indonesia;IDN;1966;8.364608
Indonesia-1967;Indonesia;IDN;1967;9.505835
Indonesia-1968;Indonesia;IDN;1968;11.010139
Indonesia-1969;Indonesia;IDN;1969;10.201886
Indonesia-1970;Indonesia;IDN;1970;11.570672
Indonesia-1971;Indonesia;IDN;1971;4.00115
Indonesia-1972;Indonesia;IDN;1972;3.373836
